"module name","license","repository"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@6.2.3","MIT","https://github.com/chalk/ansi-styles"
"ansis@4.2.0","ISC","https://github.com/webdiscus/ansis"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"array-find-index@1.0.2","MIT","https://github.com/sindresorhus/array-find-index"
"array-flatten@1.1.1","MIT","https://github.com/blakeembrey/array-flatten"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"assert-never@1.4.0","MIT","https://github.com/aikoven/assert-never"
"ast-types@0.16.1","MIT","https://github.com/benjamn/ast-types"
"autoprefixer@10.4.23","MIT","https://github.com/postcss/autoprefixer"
"available-typed-arrays@1.0.7","MIT","https://github.com/inspect-js/available-typed-arrays"
"babel-walk@3.0.0-canary-5","MIT","https://github.com/pugjs/babel-walk"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"balanced-match@4.0.4","MIT","https://github.com/juliangruber/balanced-match"
"baseline-browser-mapping@2.9.7","Apache-2.0","https://github.com/web-platform-dx/baseline-browser-mapping"
"better-opn@3.0.2","MIT","https://github.com/ExiaSR/better-opn"
"birpc@2.9.0","MIT","https://github.com/antfu-collective/birpc"
"bluebird@3.7.2","MIT","https://github.com/petkaantonov/bluebird"
"body-parser@1.20.4","MIT","https://github.com/expressjs/body-parser"
"brace-expansion@1.1.12","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@5.0.3","MIT","https://github.com/juliangruber/brace-expansion"
"browser-assert@1.2.1","MIT*","https://github.com/socialally/browser-assert"
"browserslist@4.28.1","MIT","https://github.com/browserslist/browserslist"
"bundle-name@4.1.0","MIT","https://github.com/sindresorhus/bundle-name"
"bytes@3.1.2","MIT","https://github.com/visionmedia/bytes.js"
"call-bind-apply-helpers@1.0.2","MIT","https://github.com/ljharb/call-bind-apply-helpers"
"call-bind@1.0.8","MIT","https://github.com/ljharb/call-bind"
"call-bound@1.0.4","MIT","https://github.com/ljharb/call-bound"
"call-me-maybe@1.0.2","MIT","https://github.com/limulus/call-me-maybe"
"caniuse-lite@1.0.30001760","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"catharsis@0.9.0","MIT","https://github.com/hegemonic/catharsis"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"character-parser@2.2.0","MIT","https://github.com/ForbesLindesay/character-parser"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"commander@6.2.0","MIT","https://github.com/tj/commander.js"
"commander@9.5.0","MIT","https://github.com/tj/commander.js"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"constantinople@4.0.1","MIT","https://github.com/ForbesLindesay/constantinople"
"content-disposition@0.5.4","MIT","https://github.com/jshttp/content-disposition"
"content-type@1.0.5","MIT","https://github.com/jshttp/content-type"
"convert-source-map@2.0.0","MIT","https://github.com/thlorenz/convert-source-map"
"cookie-signature@1.0.7","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie@0.7.2","MIT","https://github.com/jshttp/cookie"
"copy-anything@4.0.5","MIT","https://github.com/mesqueeb/copy-anything"
"cors@2.8.6","MIT","https://github.com/expressjs/cors"
"cross-spawn@7.0.6","MIT","https://github.com/moxystudio/node-cross-spawn"
"csstype@3.2.3","MIT","https://github.com/frenic/csstype"
"de-indent@1.0.2","MIT","https://github.com/yyx990803/de-indent"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"debug@3.2.7","MIT","https://github.com/visionmedia/debug"
"debug@4.4.3","MIT","https://github.com/debug-js/debug"
"debuglog@1.0.1","MIT","https://github.com/sam-github/node-debuglog"
"default-browser-id@5.0.1","MIT","https://github.com/sindresorhus/default-browser-id"
"default-browser@5.4.0","MIT","https://github.com/sindresorhus/default-browser"
"define-data-property@1.1.4","MIT","https://github.com/ljharb/define-data-property"
"define-lazy-prop@2.0.0","MIT","https://github.com/sindresorhus/define-lazy-prop"
"define-lazy-prop@3.0.0","MIT","https://github.com/sindresorhus/define-lazy-prop"
"depd@2.0.0","MIT","https://github.com/dougwilson/nodejs-depd"
"dequal@2.0.3","MIT","https://github.com/lukeed/dequal"
"destroy@1.2.0","MIT","https://github.com/stream-utils/destroy"
"detect-libc@2.1.2","Apache-2.0","https://github.com/lovell/detect-libc"
"dezalgo@1.0.4","ISC","https://github.com/npm/dezalgo"
"doctrine@3.0.0","Apache-2.0","https://github.com/eslint/doctrine"
"doctypes@1.1.0","MIT","https://github.com/pugjs/doctypes"
"dunder-proto@1.0.1","MIT","https://github.com/es-shims/dunder-proto"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"electron-to-chromium@1.5.267","ISC","https://github.com/kilian/electron-to-chromium"
"encodeurl@2.0.0","MIT","https://github.com/pillarjs/encodeurl"
"enhanced-resolve@5.18.4","MIT","https://github.com/webpack/enhanced-resolve"
"entities@4.5.0","BSD-2-Clause","https://github.com/fb55/entities"
"error-stack-parser-es@1.0.5","MIT","https://github.com/antfu/error-stack-parser-es"
"es-define-property@1.0.1","MIT","https://github.com/ljharb/es-define-property"
"es-errors@1.3.0","MIT","https://github.com/ljharb/es-errors"
"es-object-atoms@1.1.1","MIT","https://github.com/ljharb/es-object-atoms"
"esbuild-register@3.6.0","MIT",""
"esbuild@0.25.12","MIT","https://github.com/evanw/esbuild"
"esbuild@0.27.1","MIT","https://github.com/evanw/esbuild"
"escalade@3.2.0","MIT","https://github.com/lukeed/escalade"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@2.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"esm-resolve@1.0.11","Apache-2.0","https://github.com/samthor/esm-resolve"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"estree-walker@2.0.2","MIT","https://github.com/Rich-Harris/estree-walker"
"esutils@2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"etag@1.8.1","MIT","https://github.com/jshttp/etag"
"express@4.22.1","MIT","https://github.com/expressjs/express"
"fdir@6.5.0","MIT","https://github.com/thecodrr/fdir"
"finalhandler@1.3.2","MIT","https://github.com/pillarjs/finalhandler"
"find-package-json@1.2.0","MIT","https://github.com/3rd-Eden/find-package-json"
"for-each@0.3.5","MIT","https://github.com/Raynos/for-each"
"forwarded@0.2.0","MIT","https://github.com/jshttp/forwarded"
"fraction.js@5.3.4","MIT","https://github.com/rawify/Fraction.js"
"fresh@0.5.2","MIT","https://github.com/jshttp/fresh"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind"
"generator-function@2.0.1","MIT","https://github.com/TimothyGu/generator-function"
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"get-intrinsic@1.3.0","MIT","https://github.com/ljharb/get-intrinsic"
"get-proto@1.0.1","MIT","https://github.com/ljharb/get-proto"
"glob@7.1.6","ISC","https://github.com/isaacs/node-glob"
"gopd@1.2.0","MIT","https://github.com/ljharb/gopd"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-property-descriptors@1.0.2","MIT","https://github.com/inspect-js/has-property-descriptors"
"has-symbols@1.1.0","MIT","https://github.com/inspect-js/has-symbols"
"has-tostringtag@1.0.2","MIT","https://github.com/inspect-js/has-tostringtag"
"hash-sum@2.0.0","MIT","https://github.com/bevacqua/hash-sum"
"hasown@2.0.2","MIT","https://github.com/inspect-js/hasOwn"
"he@1.2.0","MIT","https://github.com/mathiasbynens/he"
"hookable@5.5.3","MIT","https://github.com/unjs/hookable"
"hosted-git-info@2.8.9","ISC","https://github.com/npm/hosted-git-info"
"http-errors@2.0.1","MIT","https://github.com/jshttp/http-errors"
"iconv-lite@0.4.24","MIT","https://github.com/ashtuchkin/iconv-lite"
"inflight@1.0.6","ISC","https://github.com/npm/inflight"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits"
"ipaddr.js@1.9.1","MIT","https://github.com/whitequark/ipaddr.js"
"is-arguments@1.2.0","MIT","https://github.com/inspect-js/is-arguments"
"is-callable@1.2.7","MIT","https://github.com/inspect-js/is-callable"
"is-core-module@2.16.1","MIT","https://github.com/inspect-js/is-core-module"
"is-docker@2.2.1","MIT","https://github.com/sindresorhus/is-docker"
"is-docker@3.0.0","MIT","https://github.com/sindresorhus/is-docker"
"is-expression@4.0.0","MIT","https://github.com/pugjs/is-expression"
"is-generator-function@1.1.2","MIT","https://github.com/inspect-js/is-generator-function"
"is-inside-container@1.0.0","MIT","https://github.com/sindresorhus/is-inside-container"
"is-promise@2.2.2","MIT","https://github.com/then/is-promise"
"is-regex@1.2.1","MIT","https://github.com/inspect-js/is-regex"
"is-typed-array@1.1.15","MIT","https://github.com/inspect-js/is-typed-array"
"is-what@5.5.0","MIT","https://github.com/mesqueeb/is-what"
"is-wsl@2.2.0","MIT","https://github.com/sindresorhus/is-wsl"
"is-wsl@3.1.0","MIT","https://github.com/sindresorhus/is-wsl"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"isexe@3.1.1","ISC","https://github.com/isaacs/isexe"
"jiti@2.6.1","MIT","https://github.com/unjs/jiti"
"js-stringify@1.0.2","MIT","https://github.com/jadejs/js-stringify"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"js-yaml@4.1.1","MIT","https://github.com/nodeca/js-yaml"
"js2xmlparser@4.0.2","Apache-2.0","https://github.com/michaelkourlas/node-js2xmlparser"
"jsdoc-type-pratt-parser@4.8.0","MIT","https://github.com/jsdoc-type-pratt-parser/jsdoc-type-pratt-parser"
"jsdoc@4.0.5","Apache-2.0","https://github.com/jsdoc/jsdoc"
"jsesc@3.1.0","MIT","https://github.com/mathiasbynens/jsesc"
"json-parse-even-better-errors@2.3.1","MIT","https://github.com/npm/json-parse-even-better-errors"
"json-parse-even-better-errors@4.0.0","MIT","https://github.com/npm/json-parse-even-better-errors"
"json5@2.2.3","MIT","https://github.com/json5/json5"
"jstransformer@1.0.0","MIT","https://github.com/jstransformers/jstransformer"
"klaw@3.0.0","MIT","https://github.com/jprichardson/node-klaw"
"kolorist@1.8.0","MIT","https://github.com/marvinhagemeister/kolorist"
"lab3@0.0.0","UNLICENSED",""
"license-checker@25.0.1","BSD-3-Clause","https://github.com/davglass/license-checker"
"lightningcss-win32-x64-msvc@1.30.2","MPL-2.0","https://github.com/parcel-bundler/lightningcss"
"lightningcss@1.30.2","MPL-2.0","https://github.com/parcel-bundler/lightningcss"
"linkify-it@5.0.0","MIT","https://github.com/markdown-it/linkify-it"
"lodash.get@4.4.2","MIT","https://github.com/lodash/lodash"
"lodash.isequal@4.5.0","MIT","https://github.com/lodash/lodash"
"lodash.mergewith@4.6.2","MIT","https://github.com/lodash/lodash"
"lodash@4.17.23","MIT","https://github.com/lodash/lodash"
"lru-cache@5.1.1","ISC","https://github.com/isaacs/node-lru-cache"
"lru-cache@8.0.5","ISC","https://github.com/isaacs/node-lru-cache"
"magic-string@0.30.21","MIT","https://github.com/Rich-Harris/magic-string"
"map-or-similar@1.5.0","MIT","https://github.com/thinkloop/map-or-similar"
"markdown-it-anchor@8.6.7","Unlicense","https://github.com/valeriangalliat/markdown-it-anchor"
"markdown-it@14.1.1","MIT","https://github.com/markdown-it/markdown-it"
"marked@4.3.0","MIT","https://github.com/markedjs/marked"
"math-intrinsics@1.1.0","MIT","https://github.com/es-shims/math-intrinsics"
"mdurl@2.0.0","MIT","https://github.com/markdown-it/mdurl"
"media-typer@0.3.0","MIT","https://github.com/jshttp/media-typer"
"memoizerific@1.11.3","MIT","https://github.com/thinkloop/memoizerific"
"memorystream@0.3.1","MIT","https://github.com/JSBizon/node-memorystream"
"merge-descriptors@1.0.3","MIT","https://github.com/sindresorhus/merge-descriptors"
"methods@1.1.2","MIT","https://github.com/jshttp/methods"
"mime-db@1.52.0","MIT","https://github.com/jshttp/mime-db"
"mime-types@2.1.35","MIT","https://github.com/jshttp/mime-types"
"mime@1.6.0","MIT","https://github.com/broofa/node-mime"
"minimatch@3.1.4","ISC","https://github.com/isaacs/minimatch"
"minimatch@9.0.7","ISC","https://github.com/isaacs/minimatch"
"minimist@1.2.8","MIT","https://github.com/minimistjs/minimist"
"mitt@3.0.1","MIT","https://github.com/developit/mitt"
"mkdirp@0.5.6","MIT","https://github.com/substack/node-mkdirp"
"mkdirp@1.0.4","MIT","https://github.com/isaacs/node-mkdirp"
"mrmime@2.0.1","MIT","https://github.com/lukeed/mrmime"
"ms@2.0.0","MIT","https://github.com/zeit/ms"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"muggle-string@0.4.1","MIT","https://github.com/johnsoncodehk/muggle-string"
"nanoid@3.3.11","MIT","https://github.com/ai/nanoid"
"nanoid@5.1.6","MIT","https://github.com/ai/nanoid"
"negotiator@0.6.3","MIT","https://github.com/jshttp/negotiator"
"node-releases@2.0.27","MIT","https://github.com/chicoxyzzy/node-releases"
"nopt@4.0.3","ISC","https://github.com/npm/nopt"
"normalize-package-data@2.5.0","BSD-2-Clause","https://github.com/npm/normalize-package-data"
"npm-normalize-package-bin@1.0.1","ISC","https://github.com/npm/npm-normalize-package-bin"
"npm-normalize-package-bin@4.0.0","ISC","https://github.com/npm/npm-normalize-package-bin"
"npm-run-all2@8.0.4","MIT","https://github.com/bcomnes/npm-run-all2"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"object-inspect@1.13.4","MIT","https://github.com/inspect-js/object-inspect"
"ohash@2.0.11","MIT","https://github.com/unjs/ohash"
"on-finished@2.4.1","MIT","https://github.com/jshttp/on-finished"
"once@1.4.0","ISC","https://github.com/isaacs/once"
"open@10.2.0","MIT","https://github.com/sindresorhus/open"
"open@8.4.2","MIT","https://github.com/sindresorhus/open"
"os-homedir@1.0.2","MIT","https://github.com/sindresorhus/os-homedir"
"os-tmpdir@1.0.2","MIT","https://github.com/sindresorhus/os-tmpdir"
"osenv@0.1.5","ISC","https://github.com/npm/osenv"
"parseurl@1.3.3","MIT","https://github.com/pillarjs/parseurl"
"path-browserify@1.0.1","MIT","https://github.com/browserify/path-browserify"
"path-is-absolute@1.0.1","MIT","https://github.com/sindresorhus/path-is-absolute"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key"
"path-parse@1.0.7","MIT","https://github.com/jbgutierrez/path-parse"
"path-to-regexp@0.1.12","MIT","https://github.com/pillarjs/path-to-regexp"
"pathe@2.0.3","MIT","https://github.com/unjs/pathe"
"perfect-debounce@2.0.0","MIT","https://github.com/unjs/perfect-debounce"
"picocolors@1.1.1","ISC","https://github.com/alexeyraspopov/picocolors"
"picomatch@4.0.3","MIT","https://github.com/micromatch/picomatch"
"pidtree@0.6.0","MIT","https://github.com/simonepri/pidtree"
"polished@4.3.1","MIT","https://github.com/styled-components/polished"
"possible-typed-array-names@1.1.0","MIT","https://github.com/ljharb/possible-typed-array-names"
"postcss-value-parser@4.2.0","MIT","https://github.com/TrySound/postcss-value-parser"
"postcss@8.5.6","MIT","https://github.com/postcss/postcss"
"prettier@3.6.2","MIT","https://github.com/prettier/prettier"
"process@0.11.10","MIT","https://github.com/shtylman/node-process"
"promise@7.3.1","MIT","https://github.com/then/promise"
"proxy-addr@2.0.7","MIT","https://github.com/jshttp/proxy-addr"
"pug-attrs@3.0.0","MIT","https://github.com/pugjs/pug/tree/master/packages/pug-attrs"
"pug-code-gen@3.0.3","MIT","https://github.com/pugjs/pug/tree/master/packages/pug-code-gen"
"pug-error@2.1.0","MIT","https://github.com/pugjs/pug/tree/master/packages/pug-error"
"pug-filters@4.0.0","MIT","https://github.com/pugjs/pug/tree/master/packages/pug-filters"
"pug-lexer@5.0.1","MIT","https://github.com/pugjs/pug/tree/master/packages/pug-lexer"
"pug-linker@4.0.0","MIT","https://github.com/pugjs/pug/tree/master/packages/pug-linker"
"pug-load@3.0.0","MIT","https://github.com/pugjs/pug/tree/master/packages/pug-load"
"pug-parser@6.0.0","MIT","https://github.com/pugjs/pug/tree/master/packages/pug-parser"
"pug-runtime@3.0.1","MIT","https://github.com/pugjs/pug/tree/master/packages/pug-runtime"
"pug-strip-comments@2.0.0","MIT","https://github.com/pugjs/pug/tree/master/packages/pug-strip-comments"
"pug-walk@2.0.0","MIT","https://github.com/pugjs/pug/tree/master/packages/pug-walk"
"pug@3.0.3","MIT","https://github.com/pugjs/pug/tree/master/packages/pug"
"punycode.js@2.3.1","MIT","https://github.com/mathiasbynens/punycode.js"
"qs@6.14.2","BSD-3-Clause","https://github.com/ljharb/qs"
"range-parser@1.2.1","MIT","https://github.com/jshttp/range-parser"
"raw-body@2.5.3","MIT","https://github.com/stream-utils/raw-body"
"react-dom@19.2.4","MIT","https://github.com/facebook/react"
"react@19.2.4","MIT","https://github.com/facebook/react"
"read-installed@4.0.3","ISC","https://github.com/isaacs/read-installed"
"read-package-json-fast@4.0.0","ISC","https://github.com/npm/read-package-json-fast"
"read-package-json@2.1.2","ISC","https://github.com/npm/read-package-json"
"readdir-scoped-modules@1.1.0","ISC","https://github.com/npm/readdir-scoped-modules"
"recast@0.23.11","MIT","https://github.com/benjamn/recast"
"requizzle@0.2.4","MIT","https://github.com/hegemonic/requizzle"
"resolve@1.22.11","MIT","https://github.com/browserify/resolve"
"rfdc@1.4.1","MIT","https://github.com/davidmarkclements/rfdc"
"rollup@4.53.4","MIT","https://github.com/rollup/rollup"
"run-applescript@7.1.0","MIT","https://github.com/sindresorhus/run-applescript"
"safe-buffer@5.2.1","MIT","https://github.com/feross/safe-buffer"
"safe-regex-test@1.1.0","MIT","https://github.com/ljharb/safe-regex-test"
"safer-buffer@2.1.2","MIT","https://github.com/ChALkeR/safer-buffer"
"scheduler@0.27.0","MIT","https://github.com/facebook/react"
"semver@5.7.2","ISC","https://github.com/npm/node-semver"
"semver@6.3.1","ISC","https://github.com/npm/node-semver"
"semver@7.7.4","ISC","https://github.com/npm/node-semver"
"send@0.19.2","MIT","https://github.com/pillarjs/send"
"serve-static@1.16.3","MIT","https://github.com/expressjs/serve-static"
